threat_id,type,severity,description,indicators
509,botnet,1,Botnet threat detected. IP compromised and communication patterns observed.,"FileHash-SHA256, FileHash-MD5, YARA, FileHash-SHA1"
510,denial-of-service,1,Denial-of-service threat detected. IP compromised.,"FileHash-MD5, hostname"
511,social-engineering,5,Social engineering threat detected. URL compromised.,"domain, FileHash-MD5, FileHash-SHA256, FileHash-SHA1, URL"
512,phishing,1,Phishing threat detected. URL compromised.,"hostname, URL, FileHash-SHA256"
513,phishing,5,Phishing threat detected. URL compromised.,"CVE, FileHash-MD5, FileHash-SHA256, FileHash-SHA1"
514,ransomware,3,Ransomware threat detected. File Hash compromised.,"FileHash-SHA256, FileHash-MD5, domain, FileHash-SHA1"
515,botnet,5,Botnet threat detected. IP compromised and communication patterns observed.,"FileHash-SHA256, URL, domain, hostname"
516,social-engineering,1,Social engineering threat detected. URL compromised.,"FileHash-MD5, FileHash-SHA256, hostname, FileHash-SHA1, CVE"
517,phishing,3,Phishing threat detected. URL compromised.,"FileHash-SHA256, FileHash-MD5, FileHash-SHA1"
518,phishing,1,Phishing threat detected. URL compromised.,"domain, FileHash-MD5, FileHash-SHA256, FileHash-SHA1, hostname, URL"
519,ransomware,1,Ransomware threat detected. File Hash compromised.,"FileHash-MD5, URL, FileHash-SHA256"
520,botnet,1,Botnet threat detected. IP compromised and communication patterns observed.,"domain, FileHash-MD5, FileHash-SHA1, hostname, FileHash-SHA256, URL"
521,phishing,5,Phishing threat detected. URL compromised.,"domain, FileHash-MD5, FileHash-SHA256, FileHash-SHA1, hostname, URL"
522,ransomware,3,Ransomware threat detected. File Hash compromised.,"FileHash-MD5, FileHash-SHA256"
523,botnet,5,Botnet threat detected. IP compromised and communication patterns observed.,"domain, FileHash-MD5, FileHash-SHA256, FileHash-SHA1"
524,denial-of-service,5,Denial-of-service threat detected. IP compromised.,FileHash-SHA256
525,ransomware,3,Ransomware threat detected. File Hash compromised.,FileHash-MD5
526,denial-of-service,1,Denial-of-service threat detected. IP compromised.,"FileHash-MD5, URL, FileHash-SHA256"
527,ransomware,1,Ransomware threat detected. File Hash compromised.,FileHash-SHA256
528,social-engineering,5,Social engineering threat detected. URL compromised.,"URL, FileHash-SHA256"
529,denial-of-service,3,Denial-of-service threat detected. IP compromised.,
530,botnet,1,Botnet threat detected. IP compromised and communication patterns observed.,"FileHash-SHA256, FileHash-MD5, FileHash-SHA1"
531,denial-of-service,5,Denial-of-service threat detected. IP compromised.,FileHash-SHA256
532,botnet,5,Botnet threat detected. IP compromised and communication patterns observed.,"domain, FileHash-MD5, URL"
533,phishing,1,Phishing threat detected. URL compromised.,"domain, FileHash-MD5, FileHash-SHA256, FileHash-SHA1, hostname, URL"
534,ransomware,3,Ransomware threat detected. File Hash compromised.,"FileHash-MD5, URL, hostname"
535,phishing,3,Phishing threat detected. URL compromised.,"domain, FileHash-MD5, FileHash-SHA256, FileHash-SHA1, hostname, URL"
536,ransomware,5,Ransomware threat detected. File Hash compromised.,"hostname, FileHash-SHA256"
537,ransomware,3,Ransomware threat detected. File Hash compromised.,"CVE, hostname"
538,phishing,3,Phishing threat detected. URL compromised.,"CVE, email, hostname"
539,ransomware,3,Ransomware threat detected. File Hash compromised.,"FileHash-MD5, hostname, FileHash-SHA256, FileHash-SHA1, CVE"
540,botnet,5,Botnet threat detected. IP compromised and communication patterns observed.,"FileHash-SHA256, FileHash-MD5, hostname, FileHash-SHA1"
541,botnet,3,Botnet threat detected. IP compromised and communication patterns observed.,"FileHash-SHA256, FileHash-MD5, FileHash-SHA1"
542,denial-of-service,1,Denial-of-service threat detected. IP compromised.,"domain, FileHash-MD5, FileHash-SHA256, hostname, FileHash-SHA1"
543,botnet,3,Botnet threat detected. IP compromised and communication patterns observed.,"CVE, FileHash-MD5, FileHash-SHA256, FileHash-SHA1"
544,phishing,3,Phishing threat detected. URL compromised.,domain
545,denial-of-service,1,Denial-of-service threat detected. IP compromised.,"CVE, URL, FileHash-SHA1"
546,phishing,1,Phishing threat detected. URL compromised.,"CVE, FileHash-MD5, FileHash-SHA256, FileHash-SHA1"
547,social-engineering,5,Social engineering threat detected. URL compromised.,"FileHash-MD5, URL, hostname"
548,botnet,1,Botnet threat detected. IP compromised and communication patterns observed.,"FileHash-SHA256, FileHash-MD5, domain, FileHash-SHA1"
549,social-engineering,5,Social engineering threat detected. URL compromised.,FileHash-SHA256
550,ransomware,5,Ransomware threat detected. File Hash compromised.,"domain, URL, hostname"
551,ransomware,3,Ransomware threat detected. File Hash compromised.,"domain, FileHash-MD5, FileHash-SHA256, FileHash-SHA1, hostname, YARA"
552,phishing,3,Phishing threat detected. URL compromised.,"domain, FileHash-MD5"
553,phishing,3,Phishing threat detected. URL compromised.,FileHash-MD5
554,botnet,1,Botnet threat detected. IP compromised and communication patterns observed.,"CVE, hostname, FileHash-SHA256"
555,denial-of-service,3,Denial-of-service threat detected. IP compromised.,"domain, FileHash-MD5, FileHash-SHA256, FileHash-SHA1, URL"
556,denial-of-service,1,Denial-of-service threat detected. IP compromised.,"domain, FileHash-MD5, FileHash-SHA256"
557,denial-of-service,5,Denial-of-service threat detected. IP compromised.,"domain, FileHash-SHA256, hostname"
558,social-engineering,3,Social engineering threat detected. URL compromised.,"domain, FileHash-MD5, URL"
559,ransomware,1,Ransomware threat detected. File Hash compromised.,hostname
560,botnet,3,Botnet threat detected. IP compromised and communication patterns observed.,"CVE, FileHash-SHA256, FileHash-SHA1"
561,social-engineering,1,Social engineering threat detected. URL compromised.,"domain, FileHash-MD5, FileHash-SHA256, hostname, FileHash-SHA1"
562,social-engineering,1,Social engineering threat detected. URL compromised.,"domain, FileHash-MD5, FileHash-SHA256, hostname, FileHash-SHA1"
563,botnet,3,Botnet threat detected. IP compromised and communication patterns observed.,"CVE, hostname, domain, FileHash-SHA256"
564,ransomware,3,Ransomware threat detected. File Hash compromised.,"domain, FileHash-MD5, FileHash-SHA256, FileHash-SHA1, hostname, CVE"
565,botnet,3,Botnet threat detected. IP compromised and communication patterns observed.,"domain, FileHash-MD5, hostname"
566,denial-of-service,5,Denial-of-service threat detected. IP compromised.,"domain, FileHash-MD5, FileHash-SHA256, hostname, FileHash-SHA1"
567,ransomware,1,Ransomware threat detected. File Hash compromised.,"domain, FileHash-MD5, FileHash-SHA256, FileHash-SHA1, URL"
568,phishing,1,Phishing threat detected. URL compromised.,FileHash-SHA256
569,social-engineering,1,Social engineering threat detected. URL compromised.,"FileHash-SHA256, FileHash-MD5, hostname, FileHash-SHA1"
570,botnet,3,Botnet threat detected. IP compromised and communication patterns observed.,FileHash-SHA256
571,denial-of-service,1,Denial-of-service threat detected. IP compromised.,"domain, hostname"
572,denial-of-service,3,Denial-of-service threat detected. IP compromised.,"FileHash-SHA256, FileHash-MD5, FileHash-SHA1"
573,denial-of-service,5,Denial-of-service threat detected. IP compromised.,"domain, FileHash-MD5, FileHash-SHA256, FileHash-SHA1, URL"
574,social-engineering,3,Social engineering threat detected. URL compromised.,"CVE, FileHash-MD5, URL"
575,ransomware,5,Ransomware threat detected. File Hash compromised.,"FileHash-MD5, FileHash-SHA256, FileHash-SHA1, CVE, YARA"
576,social-engineering,1,Social engineering threat detected. URL compromised.,"domain, FileHash-MD5, FileHash-SHA256, hostname, FileHash-SHA1, URL"
577,phishing,3,Phishing threat detected. URL compromised.,"FileHash-SHA256, FileHash-MD5, FileHash-SHA1"
578,phishing,1,Phishing threat detected. URL compromised.,"FileHash-MD5, FileHash-SHA256, hostname, FileHash-SHA1, URL"
579,denial-of-service,1,Denial-of-service threat detected. IP compromised.,"FileHash-SHA256, FileHash-MD5, FileHash-SHA1"
580,denial-of-service,3,Denial-of-service threat detected. IP compromised.,"FileHash-MD5, URL"
581,ransomware,5,Ransomware threat detected. File Hash compromised.,"FileHash-SHA256, FileHash-MD5, URL, FileHash-SHA1"
582,denial-of-service,5,Denial-of-service threat detected. IP compromised.,"domain, FileHash-MD5, FileHash-SHA256, FileHash-SHA1, URL"
583,botnet,5,Botnet threat detected. IP compromised and communication patterns observed.,"domain, hostname, FileHash-SHA1"
584,phishing,3,Phishing threat detected. URL compromised.,"FileHash-SHA256, FileHash-MD5, URL, FileHash-SHA1"
585,denial-of-service,5,Denial-of-service threat detected. IP compromised.,"FileHash-SHA256, FileHash-MD5, hostname, FileHash-SHA1"
586,phishing,1,Phishing threat detected. URL compromised.,"hostname, FileHash-SHA1"
587,phishing,3,Phishing threat detected. URL compromised.,"domain, FileHash-MD5, FileHash-SHA256, FileHash-SHA1, hostname, URL"
588,ransomware,5,Ransomware threat detected. File Hash compromised.,"domain, FileHash-MD5, FileHash-SHA256, hostname, FileHash-SHA1"
589,ransomware,5,Ransomware threat detected. File Hash compromised.,"domain, FileHash-MD5, FileHash-SHA256, hostname, FileHash-SHA1"
590,social-engineering,3,Social engineering threat detected. URL compromised.,"domain, FileHash-MD5, FileHash-SHA256, FileHash-SHA1, hostname, URL"
591,botnet,1,Botnet threat detected. IP compromised and communication patterns observed.,"FileHash-SHA256, FileHash-MD5, FileHash-SHA1"
592,social-engineering,3,Social engineering threat detected. URL compromised.,"FileHash-SHA256, FileHash-MD5, YARA, FileHash-SHA1"
593,social-engineering,3,Social engineering threat detected. URL compromised.,"FileHash-SHA256, FileHash-MD5, FileHash-SHA1"
594,phishing,1,Phishing threat detected. URL compromised.,"FileHash-SHA256, FileHash-MD5, FileHash-SHA1"
595,social-engineering,1,Social engineering threat detected. URL compromised.,"CVE, FileHash-MD5"
596,botnet,3,Botnet threat detected. IP compromised and communication patterns observed.,"FileHash-SHA256, FileHash-MD5, email, FileHash-SHA1"
597,botnet,3,Botnet threat detected. IP compromised and communication patterns observed.,"CVE, FileHash-MD5, FileHash-SHA256, FileHash-SHA1"
598,denial-of-service,1,Denial-of-service threat detected. IP compromised.,"domain, URL"
599,denial-of-service,1,Denial-of-service threat detected. IP compromised.,"domain, FileHash-MD5, FileHash-SHA256, FileHash-SHA1, hostname, CVE"
600,botnet,5,Botnet threat detected. IP compromised and communication patterns observed.,"FileHash-SHA256, FileHash-MD5, hostname, FileHash-SHA1"
601,denial-of-service,5,Denial-of-service threat detected. IP compromised.,"CVE, hostname, FileHash-SHA256"
602,denial-of-service,5,Denial-of-service threat detected. IP compromised.,"domain, FileHash-MD5, URL, hostname"
603,phishing,3,Phishing threat detected. URL compromised.,"FileHash-SHA256, FileHash-MD5, CVE, FileHash-SHA1"
604,botnet,3,Botnet threat detected. IP compromised and communication patterns observed.,"FileHash-SHA256, FileHash-MD5, FileHash-SHA1"
605,botnet,5,Botnet threat detected. IP compromised and communication patterns observed.,"FileHash-MD5, FileHash-SHA256, hostname, FileHash-SHA1, URL"
606,denial-of-service,3,Denial-of-service threat detected. IP compromised.,URL
607,phishing,3,Phishing threat detected. URL compromised.,"FileHash-SHA256, FileHash-MD5, URL, FileHash-SHA1"
608,botnet,1,Botnet threat detected. IP compromised and communication patterns observed.,"FileHash-SHA256, FileHash-MD5, FileHash-SHA1"
609,denial-of-service,5,Denial-of-service threat detected. IP compromised.,"domain, hostname, URL, FileHash-SHA1"
610,social-engineering,3,Social engineering threat detected. URL compromised.,"FileHash-MD5, FileHash-SHA256, hostname, FileHash-SHA1, URL"
611,phishing,5,Phishing threat detected. URL compromised.,"domain, FileHash-MD5, URL"
612,ransomware,5,Ransomware threat detected. File Hash compromised.,FileHash-SHA256
613,ransomware,1,Ransomware threat detected. File Hash compromised.,"FileHash-SHA256, FileHash-MD5, email, FileHash-SHA1"
614,ransomware,5,Ransomware threat detected. File Hash compromised.,FileHash-SHA1
615,social-engineering,3,Social engineering threat detected. URL compromised.,"CVE, FileHash-MD5, FileHash-SHA256, FileHash-SHA1"
616,denial-of-service,5,Denial-of-service threat detected. IP compromised.,"domain, hostname, URL, FileHash-SHA256"
617,social-engineering,5,Social engineering threat detected. URL compromised.,FileHash-SHA256
618,phishing,5,Phishing threat detected. URL compromised.,"domain, FileHash-MD5, FileHash-SHA256, hostname, FileHash-SHA1"
619,denial-of-service,3,Denial-of-service threat detected. IP compromised.,"FileHash-SHA256, FileHash-MD5, FileHash-SHA1"
620,botnet,5,Botnet threat detected. IP compromised and communication patterns observed.,"domain, URL, hostname"
621,social-engineering,3,Social engineering threat detected. URL compromised.,"domain, URL"
622,ransomware,1,Ransomware threat detected. File Hash compromised.,"domain, FileHash-MD5, URL, hostname"
623,botnet,5,Botnet threat detected. IP compromised and communication patterns observed.,"FileHash-MD5, FileHash-SHA256, hostname, FileHash-SHA1, URL"
624,denial-of-service,5,Denial-of-service threat detected. IP compromised.,"FileHash-SHA256, FileHash-MD5, FileHash-SHA1"
625,social-engineering,1,Social engineering threat detected. URL compromised.,"FileHash-SHA256, FileHash-MD5, hostname, FileHash-SHA1"
626,botnet,1,Botnet threat detected. IP compromised and communication patterns observed.,"domain, FileHash-SHA256"
627,social-engineering,5,Social engineering threat detected. URL compromised.,"domain, FileHash-MD5, FileHash-SHA256, hostname, FileHash-SHA1"
628,denial-of-service,5,Denial-of-service threat detected. IP compromised.,"FileHash-SHA256, FileHash-MD5, FileHash-SHA1"
629,denial-of-service,3,Denial-of-service threat detected. IP compromised.,"FileHash-SHA256, URL, domain, FileHash-SHA1"
630,social-engineering,5,Social engineering threat detected. URL compromised.,"CVE, FileHash-MD5, FileHash-SHA256, FileHash-SHA1"
631,social-engineering,5,Social engineering threat detected. URL compromised.,"FileHash-SHA256, FileHash-MD5, FileHash-SHA1"
632,ransomware,1,Ransomware threat detected. File Hash compromised.,"FileHash-SHA256, FileHash-MD5, FileHash-SHA1"
633,social-engineering,5,Social engineering threat detected. URL compromised.,"domain, FileHash-MD5, FileHash-SHA256, FileHash-SHA1, hostname"
634,phishing,5,Phishing threat detected. URL compromised.,"FileHash-MD5, email, FileHash-SHA256, FileHash-SHA1, hostname, URL"
635,social-engineering,5,Social engineering threat detected. URL compromised.,domain
636,botnet,1,Botnet threat detected. IP compromised and communication patterns observed.,domain
637,phishing,3,Phishing threat detected. URL compromised.,"domain, FileHash-MD5, FileHash-SHA256, FileHash-SHA1, hostname, URL, YARA"
638,botnet,3,Botnet threat detected. IP compromised and communication patterns observed.,"FileHash-MD5, hostname, FileHash-SHA256, URL, CVE"
639,phishing,3,Phishing threat detected. URL compromised.,domain
640,denial-of-service,3,Denial-of-service threat detected. IP compromised.,"FileHash-MD5, URL"
641,ransomware,3,Ransomware threat detected. File Hash compromised.,"FileHash-SHA256, FileHash-MD5, domain, FileHash-SHA1"
642,botnet,5,Botnet threat detected. IP compromised and communication patterns observed.,"FileHash-SHA256, FileHash-MD5, domain, FileHash-SHA1"
643,denial-of-service,5,Denial-of-service threat detected. IP compromised.,"domain, hostname"
644,phishing,1,Phishing threat detected. URL compromised.,"FileHash-SHA256, FileHash-MD5, FileHash-SHA1"
645,botnet,1,Botnet threat detected. IP compromised and communication patterns observed.,"URL, FileHash-SHA256"
646,ransomware,1,Ransomware threat detected. File Hash compromised.,"domain, FileHash-MD5, FileHash-SHA256, FileHash-SHA1, hostname, URL"
647,ransomware,3,Ransomware threat detected. File Hash compromised.,"domain, FileHash-MD5, FileHash-SHA256, FileHash-SHA1, URL, CVE"
648,social-engineering,1,Social engineering threat detected. URL compromised.,"domain, FileHash-MD5, FileHash-SHA256"
649,botnet,3,Botnet threat detected. IP compromised and communication patterns observed.,"domain, FileHash-MD5, FileHash-SHA256, FileHash-SHA1, hostname, URL"
650,botnet,3,Botnet threat detected. IP compromised and communication patterns observed.,"domain, email"
651,social-engineering,3,Social engineering threat detected. URL compromised.,"CVE, domain, FileHash-SHA256"
652,botnet,5,Botnet threat detected. IP compromised and communication patterns observed.,"FileHash-SHA256, FileHash-MD5, YARA, FileHash-SHA1"
653,social-engineering,1,Social engineering threat detected. URL compromised.,"FileHash-SHA256, FileHash-MD5, FileHash-SHA1"
654,denial-of-service,3,Denial-of-service threat detected. IP compromised.,FileHash-SHA256
655,botnet,1,Botnet threat detected. IP compromised and communication patterns observed.,"FileHash-MD5, FileHash-SHA256, hostname, FileHash-SHA1, URL"
656,phishing,3,Phishing threat detected. URL compromised.,"FileHash-SHA256, FileHash-MD5, FileHash-SHA1"
657,phishing,5,Phishing threat detected. URL compromised.,hostname
658,ransomware,1,Ransomware threat detected. File Hash compromised.,"FileHash-SHA256, FileHash-MD5, FileHash-SHA1"
659,social-engineering,5,Social engineering threat detected. URL compromised.,"domain, FileHash-MD5, FileHash-SHA256, FileHash-SHA1, hostname, URL, CVE"
660,social-engineering,5,Social engineering threat detected. URL compromised.,"domain, FileHash-MD5, FileHash-SHA256, FileHash-SHA1, hostname, URL"
661,denial-of-service,3,Denial-of-service threat detected. IP compromised.,"FileHash-SHA256, FileHash-MD5, YARA, FileHash-SHA1"
662,denial-of-service,5,Denial-of-service threat detected. IP compromised.,domain
663,social-engineering,1,Social engineering threat detected. URL compromised.,CVE
664,botnet,5,Botnet threat detected. IP compromised and communication patterns observed.,"domain, FileHash-MD5, email, FileHash-SHA256, URL"
665,botnet,5,Botnet threat detected. IP compromised and communication patterns observed.,"domain, FileHash-MD5, hostname, FileHash-SHA256"
666,denial-of-service,5,Denial-of-service threat detected. IP compromised.,"domain, URL, FileHash-SHA256"
667,botnet,1,Botnet threat detected. IP compromised and communication patterns observed.,"domain, FileHash-MD5, hostname, FileHash-SHA1, FileHash-SHA256"
668,phishing,3,Phishing threat detected. URL compromised.,"domain, FileHash-MD5, FileHash-SHA256, FileHash-SHA1, URL"
669,denial-of-service,5,Denial-of-service threat detected. IP compromised.,FileHash-SHA256
670,ransomware,3,Ransomware threat detected. File Hash compromised.,"domain, FileHash-MD5, FileHash-SHA256, FileHash-SHA1, hostname, URL, CVE"
671,ransomware,1,Ransomware threat detected. File Hash compromised.,"FileHash-MD5, URL, email"
672,botnet,5,Botnet threat detected. IP compromised and communication patterns observed.,"domain, FileHash-MD5, FileHash-SHA256, FileHash-SHA1"
673,ransomware,5,Ransomware threat detected. File Hash compromised.,"FileHash-SHA256, FileHash-MD5, FileHash-SHA1"
674,botnet,3,Botnet threat detected. IP compromised and communication patterns observed.,"FileHash-SHA256, FileHash-MD5, hostname, FileHash-SHA1"
675,social-engineering,3,Social engineering threat detected. URL compromised.,"FileHash-SHA256, FileHash-MD5, domain, FileHash-SHA1"
676,botnet,1,Botnet threat detected. IP compromised and communication patterns observed.,"FileHash-SHA256, FileHash-MD5, URL, FileHash-SHA1"
677,ransomware,5,Ransomware threat detected. File Hash compromised.,"domain, FileHash-SHA1"
678,ransomware,1,Ransomware threat detected. File Hash compromised.,"FileHash-SHA256, FileHash-MD5, FileHash-SHA1"
679,ransomware,3,Ransomware threat detected. File Hash compromised.,domain
680,botnet,5,Botnet threat detected. IP compromised and communication patterns observed.,"hostname, URL, FileHash-SHA256"
681,phishing,5,Phishing threat detected. URL compromised.,"domain, FileHash-MD5, FileHash-SHA256, FileHash-SHA1, URL"
682,ransomware,5,Ransomware threat detected. File Hash compromised.,"domain, FileHash-MD5, FileHash-SHA256, FileHash-SHA1, URL, YARA"
683,social-engineering,1,Social engineering threat detected. URL compromised.,"FileHash-SHA256, email, domain, FileHash-SHA1"
684,phishing,1,Phishing threat detected. URL compromised.,"FileHash-SHA256, FileHash-MD5, FileHash-SHA1"
685,botnet,5,Botnet threat detected. IP compromised and communication patterns observed.,"domain, FileHash-MD5, FileHash-SHA256, hostname, FileHash-SHA1"
686,ransomware,3,Ransomware threat detected. File Hash compromised.,"CVE, FileHash-MD5, FileHash-SHA256, FileHash-SHA1"
687,social-engineering,5,Social engineering threat detected. URL compromised.,"domain, FileHash-MD5, FileHash-SHA256, FileHash-SHA1, YARA"
688,ransomware,1,Ransomware threat detected. File Hash compromised.,"FileHash-SHA256, FileHash-MD5, FileHash-SHA1"
689,phishing,1,Phishing threat detected. URL compromised.,FileHash-SHA256
690,ransomware,1,Ransomware threat detected. File Hash compromised.,"domain, URL"
691,social-engineering,5,Social engineering threat detected. URL compromised.,"FileHash-MD5, FileHash-SHA256, FileHash-SHA1, URL, CVE, YARA"
692,phishing,3,Phishing threat detected. URL compromised.,FileHash-SHA256
693,ransomware,1,Ransomware threat detected. File Hash compromised.,"domain, FileHash-SHA256"
694,denial-of-service,5,Denial-of-service threat detected. IP compromised.,"FileHash-SHA256, FileHash-SHA1"
695,denial-of-service,3,Denial-of-service threat detected. IP compromised.,"FileHash-SHA256, FileHash-MD5, FileHash-SHA1"
696,social-engineering,5,Social engineering threat detected. URL compromised.,"FileHash-SHA256, FileHash-MD5, YARA, FileHash-SHA1"
697,botnet,3,Botnet threat detected. IP compromised and communication patterns observed.,"FileHash-MD5, FileHash-SHA256, FileHash-SHA1, URL, CVE"
698,botnet,1,Botnet threat detected. IP compromised and communication patterns observed.,"CVE, hostname"
699,phishing,1,Phishing threat detected. URL compromised.,"FileHash-MD5, URL, FileHash-SHA256"
700,botnet,5,Botnet threat detected. IP compromised and communication patterns observed.,FileHash-MD5
701,phishing,3,Phishing threat detected. URL compromised.,"domain, hostname"
702,botnet,1,Botnet threat detected. IP compromised and communication patterns observed.,"FileHash-SHA256, FileHash-MD5, FileHash-SHA1"
703,botnet,3,Botnet threat detected. IP compromised and communication patterns observed.,"FileHash-SHA256, FileHash-MD5, FileHash-SHA1"
704,ransomware,5,Ransomware threat detected. File Hash compromised.,domain
705,social-engineering,1,Social engineering threat detected. URL compromised.,"FileHash-MD5, hostname, FileHash-SHA1"
706,ransomware,3,Ransomware threat detected. File Hash compromised.,"domain, hostname"
707,phishing,1,Phishing threat detected. URL compromised.,
708,botnet,1,Botnet threat detected. IP compromised and communication patterns observed.,"FileHash-SHA256, FileHash-MD5, URL, FileHash-SHA1"
709,phishing,1,Phishing threat detected. URL compromised.,"FileHash-SHA256, FileHash-MD5, URL, FileHash-SHA1"
710,social-engineering,3,Social engineering threat detected. URL compromised.,"domain, URL, FileHash-SHA256"
711,ransomware,1,Ransomware threat detected. File Hash compromised.,"CVE, domain, hostname"
712,social-engineering,3,Social engineering threat detected. URL compromised.,"FileHash-SHA256, FileHash-MD5, FileHash-SHA1"
713,phishing,5,Phishing threat detected. URL compromised.,"FileHash-MD5, FileHash-SHA256, FileHash-SHA1, hostname, URL, CVE"
714,social-engineering,5,Social engineering threat detected. URL compromised.,"URL, FileHash-SHA256"
715,denial-of-service,3,Denial-of-service threat detected. IP compromised.,FileHash-SHA256
716,botnet,3,Botnet threat detected. IP compromised and communication patterns observed.,"domain, FileHash-MD5, FileHash-SHA256, FileHash-SHA1, URL"
717,denial-of-service,1,Denial-of-service threat detected. IP compromised.,"FileHash-SHA256, FileHash-MD5, domain, FileHash-SHA1"
718,botnet,3,Botnet threat detected. IP compromised and communication patterns observed.,"FileHash-MD5, email"
719,social-engineering,5,Social engineering threat detected. URL compromised.,"domain, URL, hostname"
720,denial-of-service,5,Denial-of-service threat detected. IP compromised.,"FileHash-MD5, FileHash-SHA256, hostname, FileHash-SHA1, URL"
721,phishing,3,Phishing threat detected. URL compromised.,"domain, hostname"
722,phishing,5,Phishing threat detected. URL compromised.,"domain, FileHash-SHA256"
723,social-engineering,3,Social engineering threat detected. URL compromised.,"domain, hostname"
724,social-engineering,3,Social engineering threat detected. URL compromised.,"FileHash-SHA256, FileHash-MD5, URL, FileHash-SHA1"
725,denial-of-service,5,Denial-of-service threat detected. IP compromised.,"hostname, FileHash-SHA256"
726,social-engineering,3,Social engineering threat detected. URL compromised.,"domain, FileHash-MD5, FileHash-SHA256, FileHash-SHA1, URL"
727,ransomware,5,Ransomware threat detected. File Hash compromised.,"domain, FileHash-MD5, FileHash-SHA256, FileHash-SHA1, URL"
728,social-engineering,1,Social engineering threat detected. URL compromised.,"domain, FileHash-MD5, FileHash-SHA256, FileHash-SHA1, hostname, URL"
729,botnet,3,Botnet threat detected. IP compromised and communication patterns observed.,"domain, FileHash-MD5, FileHash-SHA256, FileHash-SHA1, hostname, URL, YARA"
730,ransomware,3,Ransomware threat detected. File Hash compromised.,"FileHash-SHA256, FileHash-MD5, FileHash-SHA1"
731,ransomware,3,Ransomware threat detected. File Hash compromised.,"FileHash-SHA256, FileHash-MD5, domain, FileHash-SHA1"
732,denial-of-service,1,Denial-of-service threat detected. IP compromised.,"hostname, FileHash-SHA1"
733,denial-of-service,1,Denial-of-service threat detected. IP compromised.,"domain, FileHash-MD5, URL, hostname"
734,ransomware,3,Ransomware threat detected. File Hash compromised.,"FileHash-SHA256, FileHash-MD5, domain, FileHash-SHA1"
735,denial-of-service,5,Denial-of-service threat detected. IP compromised.,domain
736,ransomware,5,Ransomware threat detected. File Hash compromised.,"domain, FileHash-MD5, FileHash-SHA256, FileHash-SHA1, URL"
737,botnet,5,Botnet threat detected. IP compromised and communication patterns observed.,"domain, URL, FileHash-SHA1"
738,denial-of-service,3,Denial-of-service threat detected. IP compromised.,"FileHash-SHA256, FileHash-MD5, FileHash-SHA1"
739,phishing,1,Phishing threat detected. URL compromised.,"domain, FileHash-SHA256"
740,social-engineering,1,Social engineering threat detected. URL compromised.,"domain, FileHash-MD5, URL"
741,ransomware,1,Ransomware threat detected. File Hash compromised.,"FileHash-SHA256, FileHash-MD5, FileHash-SHA1"
742,botnet,3,Botnet threat detected. IP compromised and communication patterns observed.,"FileHash-SHA256, FileHash-MD5, FileHash-SHA1"
743,ransomware,3,Ransomware threat detected. File Hash compromised.,"domain, FileHash-MD5, FileHash-SHA256, FileHash-SHA1, URL"
744,ransomware,3,Ransomware threat detected. File Hash compromised.,"FileHash-SHA256, FileHash-MD5, email, FileHash-SHA1"
745,botnet,5,Botnet threat detected. IP compromised and communication patterns observed.,"domain, FileHash-MD5, URL"
746,ransomware,1,Ransomware threat detected. File Hash compromised.,"domain, FileHash-MD5, FileHash-SHA256, FileHash-SHA1, hostname, URL, BitcoinAddress"
747,botnet,5,Botnet threat detected. IP compromised and communication patterns observed.,"domain, FileHash-MD5, email, FileHash-SHA256, FileHash-SHA1, CVE"
748,ransomware,1,Ransomware threat detected. File Hash compromised.,"hostname, FileHash-SHA256"
749,phishing,1,Phishing threat detected. URL compromised.,"FileHash-MD5, FileHash-SHA256, FileHash-SHA1, hostname, URL, CVE"
750,social-engineering,5,Social engineering threat detected. URL compromised.,"FileHash-MD5, FileHash-SHA256, hostname, FileHash-SHA1, URL"
751,phishing,5,Phishing threat detected. URL compromised.,"domain, hostname, URL, FileHash-SHA256"
752,botnet,1,Botnet threat detected. IP compromised and communication patterns observed.,"email, BitcoinAddress"
753,denial-of-service,3,Denial-of-service threat detected. IP compromised.,"domain, FileHash-MD5, BitcoinAddress, hostname"
754,social-engineering,3,Social engineering threat detected. URL compromised.,"domain, FileHash-MD5, FileHash-SHA256, FileHash-SHA1, URL"
755,social-engineering,1,Social engineering threat detected. URL compromised.,"FileHash-MD5, FileHash-SHA256, FileHash-SHA1, CVE, YARA"
756,botnet,5,Botnet threat detected. IP compromised and communication patterns observed.,"domain, FileHash-MD5, FileHash-SHA256, FileHash-SHA1, URL, YARA"
757,botnet,3,Botnet threat detected. IP compromised and communication patterns observed.,"FileHash-SHA256, FileHash-MD5, FileHash-SHA1"
758,phishing,1,Phishing threat detected. URL compromised.,FileHash-SHA256
759,social-engineering,3,Social engineering threat detected. URL compromised.,"FileHash-SHA256, FileHash-MD5, YARA, FileHash-SHA1"
760,social-engineering,5,Social engineering threat detected. URL compromised.,"FileHash-SHA256, FileHash-MD5, FileHash-SHA1"
761,denial-of-service,3,Denial-of-service threat detected. IP compromised.,"FileHash-SHA256, FileHash-MD5, domain, FileHash-SHA1"
762,phishing,1,Phishing threat detected. URL compromised.,"domain, FileHash-MD5, FileHash-SHA256, hostname, FileHash-SHA1"
763,social-engineering,1,Social engineering threat detected. URL compromised.,"FileHash-MD5, FileHash-SHA256, FileHash-SHA1, URL, CVE"
